,Text,Label
1802,"Don't forget his plan to ship your commie ass to Hong Kong.  Oops, sorry Prez.",Non-Asian Aggression
1803,"@cullenenn I texted over the weekend Bernie needs two things to win in Nov.  Turnout and chinks in the economy.  He has #2.  No doubt we are headed for a global recession.  Coronavirus is a mini 9/11 reaction wise.  Fear, fear, fear leads to change.",Neutral
1804,The race to bioweapons is on.. after the coronavirus it will be war against the beast. All jokes aside nobody is even watching what they’re doing in China rn. Treating humans like dogs. Soon they will even be killing people and burning them. 10+ people will die,Hate
1805,@tedlieu Let’s be honest “Ted”. (More like Ching Chong Ping Pong amirite?). If you weren’t Asian you’d be out on the streets discriminating and kicking their asses like the rest of us! #coronavirususa  #coronavirus,Hate
1806,�The #CommieCrats-Pure Evil! �They Want 2 Destroy Law Enforcement  �Destroy Our Justice System  �Destroy Our Borders  �Wipe Out Our History  �Kill Babies 4 Profit  �Break Down Society  �Split Us By Race To Conquer Our Freedom  � #Register Vote Republican  �� #SaveUSA,Non-Asian Aggression
1807,Wow how many commies do we have on America. Stop bitchen and get your ass to work. Maybe you won’t need to steal everyone else’s property.,Non-Asian Aggression
1808,"Seriously, FUCK CHINA as it is now.  A nation ruled by bunch of  lying degenerates. Long live freedom!  #China #FuckChina #Czech #COVID19 #CoronavirusOutbreak",Hate
1809,People didn't use sexual protection and shared needles... TOTALLY Pence's fault. Stupid fucking commies. � #ThingsThatArentTheGovtsResponsiblity,Non-Asian Aggression
1810,@BernieSanders I’m a Latina and I take offense to you pandering free marijuana you’ve just profiled  black and Mexican community like saying if I promise free pot and food stamps I’ll get the votes of dumb whacked out blacks / Latinos � keep your welfare I work for mine commie,Neutral
1811,@DrTedros @WHO Shut the fuck up plz! #WHO #ChinaCoronaVirus #WuhanVirus #China_is_terrorist #COVID19 https://t.co/K5vS5cqOLX,Hate
1812,These sick F*ck commie Democrats will only love for this shit to get out of control just to hurt POTUS politically since they have NO MESSAGE to run on and got MEDIOCRE candidates running,Non-Asian Aggression
1813,@SenSchumer @SenateDems @SenateGOP Ok Democrats enough is enough everyone is not political correct I’ve had enough lies not afraid to speak up I don’t want Spicks and Chinks here President Trump is doing a hell of a good job leave him alone we are not stupid enough to fall for this The Coronavirus,Hate
1814,"@emerysmith33 @ConsciousExpos @YourMotherGaia @JChurchRadio Good to see you still kicking ass Emery! I’d love to hear your 2cents on coronavirus, if you think it’s real, the bioweapons theory, your experiences with similar things in the past, and best advice to stay safe. Thank you and I’m so glad to follow you!��",Neutral
1815,You are right. But it still completely pisses me off. Plus the market. I lost my ass 3 days in a row. I am so stupid. I am pissed. #FUBS #BERNIEISACOMMIE,Neutral
1816,Dear #CoronaVirus please come to India   We feel proud to killed by u rather than killed by Mentally Sick Rioters!   #DelhiRiots2020 #Delhigenocide #CoronaVirusUpdates #CoronavirusOutbreak #coronavirusus #ChinaVirus   @BhavikaKapoor5 @anuragkashyap72 @anuragkashyap72 @ReallySwara,Neutral
1817,"HEY, COMMIE BATSHIT‼️ MIKE PENCE HAS MORE BRAINS IN HIS LITTLE FINGER THAN YOU HAVE IN YOUR AIR HEAD‼️�� BLOW IT OUT YOUR ASS‼️��AND SHUT THE FUCK UP‼️���",Non-Asian Aggression
1818,Fuck you ya commies,Non-Asian Aggression
1819,"IF THIS GOES ANY FURTHER, WITH CORONA VIRUS; THIS BAD! I'D EXPELL EVERY DANG CHINAMAN, EVERY CHINESE BUSINESS OUT OF OUR COUNTRY! WHAT A BUNCH OF BULL-SHIT! GOVT TOO DAMN SLOW!",Hate
1820,This is how Communists work. He is being assisted by the best of the shit commie pack...�,Non-Asian Aggression
1821,"WHEN I WAS TOLD THERE WOULD BE BIOWEAPONS, I WAS HOPING FOR FUCKING ZOMBIES AND MUTANTS NOT GOD DAMN FLU BASED HEART ATTACKS!",Neutral
1822,Hope the coronavirus gets this chinky Cunt ��� @BorisJohnson  deport him NOW!!! https://t.co/RxfGffuGyc,Non-Asian Aggression
1823,5 viruses more dangerous than the new coronavirus https://t.co/TTavczPHUJ  #COVIDー19 #coronavirususa #CoronaVirus #CoronaVirusUpdates #MakeAmericaSmartAgain #coronavirus #CoronavirusOutbreak #coronavirues  #COVID2019 #WuhanLockDown #WuhanCoronovirus #WuFlu #WuhanPneumonia https://t.co/97Mpa6S8jv,Neutral
1824,"@aksh393 @siddiqbashar @danielslim @BBCWorld The ""heaven"" is already reporting a pandemic of coronavirus, God is preparing a meeting in the UN, to complaining the number of jihadists asking for virgins and victims of deadly bioweapons are ruining the lines of register in paradise.",Neutral
1825,The virus is a mathematician! It can kill 2.1% people accurately. ▪️ #ChinaLies #CCP #Chinazi #BoycottChina #WuhanCoronavirusOutbreak #AnywherebutChina.▪️,Hate
1826,"Clorox Healthcare Multi-Surface Quat Alcohol Cleaner Disinfectant Wipes, 100 Count Canister https://t.co/CqJLu8zZd9 #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #COVID2019 #CoronavirusUSA #pandemic #COVIDー19",Neutral
1827,This is what China has done to the world. Now everyone is living under fear and emergency has been declared in so many places. All the credit goes to china  #Boycottchina #ShameChina @BoycottHegemony @BOYCOTTCHINA8,Non-Asian Aggression
1828,#SouthKorea went from 5 cases to 1600 in 6 days. #Italy is right behind them. #Coronavirus #CoronavirusOutbreak #SARSCoV2 #Covid19 #Bioweapon #coronavirusUSA #coronavirusJapan #Coronavirustruth #coronavirusChina #coronavirusSouthKorea #coronavirusIran #coronavirusItaly,Neutral
1829,#China's #Coronavirus cases surge to 400 in #Italy https://t.co/X5s5pCeQaF #FreeTibet #FreeHK #CCP #COVID19 #XiVirus #ChinaVirus #CoronaRevolution #FreePress #KarmaVirus,Neutral
1830,Just #SSayNo2Ducks... They're infected. Bioweapons. https://t.co/WUHyJGcFPs,Neutral
1831,"@realDonaldTrump @CNN @CDCgov Both Trump and the Chinese government thinks Coronavirus is not that bad. Yup, we see how that turns out in China. It’s more threatening then the commies Trump supporters are scared shitless about. But yet, Trump going to take the backseat and divert funds from CDC to the wall?!?",Neutral
1832,Did you know many civilizations existed before us?  Fact is-"History Repeats Itself" And it looks like humanity is at the verge of self destruction. Love &amp; Light earthlings. #Govtbioweapons  #coronaviruskenya  #JKIA,Neutral
1833,This gives everyone great confidence ↘️   Clamping down on information sounds like a 3rd world commie regime.,Neutral
1834,"People actually think the coronavirus is a bioweapon. Considering it's fatality rate and how people generally recover from it in a matter of weeks, yeah. Suuuuch a good bioweapon, so effective and not just a rubbish scaremonger theory. Feck off.",Neutral
1835,What if we just called it #chinavirus instead of #coronavirus,Neutral
1836,"@AOC Between coronavirus and socialism//Communism/Marxism, the death toll tilts to the side of the commies.  Yet that’s what you prefer.  I’d rather  drink from the glass of the virus sufferer than put you in real power.",Neutral
1837,"Yesterday it was 2800, today 2747 deaths in #ChinaCoronaVirus, can't trust more. #CoronavirusOutbreak #ChinaVirus #coronavirus #coronaviruschina #coronavirusaustralia #Coronaviruspakistan #coronavirusWHO #coronavirusindia #coronavirussingapore #PakistanRetaliationDay https://t.co/Hjx81ofNhP",Neutral
1838,"Time to blame America and get their people willing to destroy the US. When, most likely, it was/is a Chinese #CCP #Falseflag.   #EMPReady ?  #coronavirus  #COVID19  #BioWeapon",Neutral
1839,@NSF @UCBerkeley Still pushing the Bat Soup BS?  #Coronavirus #Bioweapon #CaptainTrips #TheStand,Neutral
1840,Coronavirus Live Updates: New Cases Light Up the Map as Nations Brace for Outbreaks https://t.co/0EBM841l9c #coronavirus #2019nCoV #virus #chinavirus #wuhan #sos #COVID19,Neutral
1841,"@XHNews The part that states owned media like #xinhua, claiming #coronavirus is a bioweapon sent to China by the US!",Neutral
1842,@ScottMcCann1 Be careful what you wish for boomer in nyc. You could be next and match the demographic targeted by bioweapon coronavirus. Its not just innmates who would be poisoned.,Neutral
1843,�Check out this news! #coronavirus #COVID_19 #COVID19 #COVIDー19 #Wuhan #coronaviruschina #WuhanCoronavirus #ChinaVirus &gt;share and RT! https://t.co/i4QE0GA26u,Neutral
1844,Just read a fb argument between ppl arguing that coronavirus is a scam made by Bernie because he’s a socialist and trying to scare everyone with a “commie virus” into health care for all. �‍♀️�‍♀️�‍♀️ I think I literally just lost brain cells.,Neutral
1845,OPERATION CORONAVIRUS PANDEMIC: Why the bioweapon was launched (Video) https://t.co/k1vX7UwSN9,Neutral
1846,"@WHO @DrTedros The #UnitedNations has legitimacy crisis, now @DrTedros dealing with #China's #COVIDー19 make more worsen.  https://t.co/j81VGXrh9y #FreeTibet #FreeHK #CCP #COVID19 #XiVirus #ChinaVirus #CoronaRevolution #FreePress #KarmaVirus https://t.co/VZaXCaMj3s",Neutral
1847,#Chinese #Coronavirus: International cases climb with at least 39 countries and regions affected  https://t.co/PrAK1H4ZrQ #china #chinesefood #Chinatown #ChinaVirus #coronavirusupdate #tsa,Neutral
1848,As Jerry Seinfeld’s father said:Pinko Commie Rag  Opinion | Let’s Call It Trumpvirus - The New York Times https://t.co/kRz69DIkST,Neutral
1849,"""Indonesia has reported zero confirmed cases to date, although at least nine Indonesian crewmen aboard the Diamond Princess cruise ship in Japan have tested positive for COVID-19."" https://t.co/cIWN9xJAT7 #coronavirus #COVID19 #kungflu",Neutral
1850,"@HurdOnTheHill The world should now know that how #China could possibly threaten the safety of whole world. It’s always about politics, regarding the cover up of news, corruption wif @WHO and the suppression of freedom in China. #China_is_terrorist #coronavirus #COVID #WuhanVirus #Covid_19",Hate
1851,"Be ready to buy as unfounded panic subsides. Remember, coronavirus has a 97.3% survival rate and even in the hardest hit group of men over 80, over 85% survive. Read the numbers, not the headlines and be prepared for trading opportunities. #WuhanVirus #Coronavirus https://t.co/mIGV1jOUzo",Neutral
1852,Commies love to fantasize about genocide:,Neutral
1853,#boogaloo #bioweapon #government   Scientists Discover HIV-Like "Mutation" Which Makes Coronavirus Extremely Infectious | Zero Hedge https://t.co/BcBi3Z1uz2,Neutral
1854,World battle against COVID-19 as cases spread TEHRAN (Iran News) – Even as the number of new coronavirus cases has declined at the epicenter of  #ChinaVirus #coronavirus #COVID-19 #Japan https://t.co/vocBjW87Ds https://t.co/BqvZHTqdfJ,Neutral
1855,"Best reusable masks, P100 https://t.co/mZfJM4JYbN https://t.co/6t0ratFhM9 � � � � � #coronaoutbreak #wuhanflu #chinaflu #flu #coronavirus #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19 #CoronaVirusUpdates #corona #coronavirusus #Pencedemic #COVIDー19",Neutral
1856,I’m drinking every time he says Chinese virus. #RacismIsAVirus,Neutral
1857,"@FeoChin @realDonaldTrump @USArmy In honor of all my Asian friends, #WashTheHate.",Counterhate
1858,Please watch and share  #HateIsAVirus #WashTheHate #ChineseAreNotAVirus #SayNoToRacism https://t.co/MFCJZaLkT8,Counterhate
1859,"SEIU Healthcare Minnesota Condemns the Racism and Discrimination Against Asian Americans, and Urges Unity as we Respond to the Global #COVID19 Pandemic. #WashTheHate #RacismIsAVirus https://t.co/jeskmiym3w",Neutral
1860,"Current irony:  According to data coming from NY, #AsianAmericans comprise only FOUR percent (4%) of all cases, making this very vilified group the least responsible for transferring or getting #coronavirus. #Hateisavirus https://t.co/1rq1SDB9Uo",Counterhate
1861,"Facts: 20% of front-line health-care workers are immigrants, many from Asia. 17 percent of U.S. doctors are AsAm. Est. 1 in 6 of STEM employees are from China, Hong Kong or Taiwan.  For more facts, read @HelenZiaReal’s OpEd: https://t.co/W6lctCicGr #WashTheHate  #WorldHealthDay https://t.co/ud8lNRB3jE",Neutral
1862,"""If you are stupid and racist enough to be holding random individuals of Asian descent responsible for a pandemic, then you should be self-quarantining from society anyway. That's what I have to say to that idiot."" -@jaketapper #hateisavirus",Counterhate
1863,"""What have you read about Central Asia today?"" is the lasting question here. #Transnational #Global #Asia #RacismIsAVirus @graceting fyi",Neutral
1864,Bias caused by novel coronavirus sparks anger among overseas Chinese #IAmNotAVirus  https://t.co/NOswYWCAF1,Neutral
1865,A racist stabbed an Asian American family -- including a 2 year old and 6 year old -- because he thought they were Chinese and therefore guilty of spreading #COVID19  . . . . stabbed a 2 year old &amp; 6 year old   #IamNotAVirus   https://t.co/Rz5OdNd9pY,Counterhate
1866,#IAmNotAVirus: The internet is fighting rising anti-Chinese sentiment over the #coronavirus outbreak. https://t.co/wmeyFRH1uw,Neutral
1867,We are not diseased.  We are not scapegoats.  We are not a virus.  We are Asian-Americans tired of the anti-Asian sentiment from COVID-19.   Tell your story and join the collective of pan-asian youth retaking our narrative.  #IAmNotaVirus https://t.co/TQQ8YkdF2e,Counterhate
1868,"Proud to be join a new campaign @WashTheHate. #Coronavirus-related violence on AsianAmericans is on the rise.  We all need to do our part to stop the disease of hate, just like with #COVID19 itself. Post your own video using #WashTheHate on social. Be heard. Be brave. https://t.co/DPVZjveBj0",Counterhate
1869,I am SICK � OF � IT � AND SO IS EVERY ASIAN out there trying to survive just like you.  #IamNotAVirus #CoronaRacism,Counterhate
1870,Lets #WashTheHate together &amp; end the anti-Asian hatred &amp; violent #xenophobia during this #coronavirus #pandemic.  @WashTheHate @IWGroup https://t.co/86yEcgQYvo  #API #AAPI #LGBTQ #AsianAmerican #NoPlaceForHate #Racism #Asian #YangGang #EndRacism #COVID_19 #CoronaRacism #LGBT,Counterhate
1871,"As Racist Acts Against Asian Americans Persist, This Agency Aims to #WashTheHate https://t.co/PPtyLu8jAG",Neutral
1872,Coronavirus: French Asians hit back at racism with 'I'm not a virus' https://t.co/9b7xDd8gjr  #IamNotAVirus #JeNeSuisPasUnVirus,Neutral
1873,#StopRacism against #ChineseStudents. #RacismIsAVirus,Counterhate
1874,"Pls retweet: @Forbes writes Asian Americans are ""vastly over-represented among the front line medical workers"" 17% doctors, 9% PA's, 10% nurses in the US are Asian. Yet they face the rise in Violence and Hate against Asians. @eugenegu #becool2asians #frontlineworkers #COVID19 https://t.co/su4oYPmKtk",Counterhate
1875,"Like @andrewyang, we at ⁦@abc7newsbayarea⁩ are deeply concerned by the racial aggression vs. #AsianAmericans in the wake of #COVID19. Join me for the ABC7 virtual town hall Thursday 4pm to find solutions, together. �https://t.co/H1SDamTjCy #YangGang #WashTheHate #AAPI https://t.co/HHlryZIrFR",Counterhate
1876,@techreview No pictures of non-Asians in your image database? None at all? #IamNotAVirus #COVID19,Neutral
1877,We’re not viruses' petition launched in #Netherlands  #WuHan #nCoV2019 #iamnotavirus #Coronavirus  https://t.co/2g2XcGnN3Q,Neutral
1878,Does anybody know any songs addressing the anti-Asian racism stoked by COVID19? For use in a podcast episode.  #IamNotAVirus,Neutral
1879,Asian Americans join #WashTheHate campaign to raise awareness of discrimination amid coronavirus fears. https://t.co/3nF3J36YDi,Neutral
1880,The racism against Asians have violently skyrocketed and it’s sickening #RacismIsAVirus #Covid_19 #AsianAmerican,Counterhate
1881,Stay Alert Asians in NYC: These Middle Eastern racist males in the video violently yelled at me “Corona” “Coronavirus everywhere” with foreign accent. It happened in Midtown on 47th St near 10th Ave Manhattan on March 7th. #IamNotAVirus #coronavirusny #StopTheHate #Coronaphobia,Counterhate
1882,"One of our students at Tech expressed concern about xenophobia when it comes to COVID-19. Call it CoronaVirus, call it COVID-19, but don’t call it the “Chinese virus”. By using that term, you’re promoting hate crimes, racism, and discrimination. #iamnotavirus #racismisavirus https://t.co/nsfien5Obu",Counterhate
1883,There has been a rise in Anti-Chinese &amp; Anti-Asian Racism in light of the #Coronavirus &amp; xenophobic remarks from Donald Trump: https://t.co/dfEHD5Mub4   RSVP for a Townhall on Sat 3/28 from 3-5pm PST/6-8pm EST here: https://t.co/BD9qaUtQMc #COVID19 #RacismIsAVirus https://t.co/mBqtvqqU9F,Neutral
1884,"Inspired by stories of hate, we decided 2 educate others w/ a message of love https://t.co/SehhnY5Nwc #washthehate #racismisavirus #COVID19 @onlywon @nancywyuen  @angryasianman @originalspin @eughung @RAsianamerican @washthehate @racismisavirus @LDDpodcast",Counterhate
1885,"@smh Second anti-Chinese article today, what do you want? Is your press owned by Donald Trump? Are you provoking a race war or would you prefer everyone is united and fight against COVID19 and recover the economy asap #racism #RacismIsAVirus  @ScottMorrisonMP @AnnastaciaMP @GladysB",Counterhate
1886,There are serious concerns in the Asian American community about scapegoating and becoming the targets of misplaced fear and anger. Come join me and post a video to #WashTheHate. Let’s not discriminate and we can overcome Covid-19 together! � https://t.co/xk1WLezcBn,Counterhate
1887,My friend got pushed and slammed on a floor by his neighbor in his building(Williamsburg Brooklyn) screaming at him "I lost my job cuz you asians!" WTF! This gotta be stop right now!  #RacismIsAVirus #stopthenonse #COVID19 #PleaseShare https://t.co/gIzZGnYDOf,Counterhate
1888,"There has been a rise in hate crimes against #AsianAmericans due to #coronavirus-related #racism.  Thanks to #AAPI groups, people can report racist incidences here (in English, Chinese, Korean, Thai, and Japanese so far): https://t.co/tXyLcXQMwd  #StopTheHate #StopAAPIHate",Neutral
1889,Please watch out for one another as hate crimes against Asian communities worldwide are on the rise. #IAmNotAVirus https://t.co/jVF7xMoUVB,Counterhate
1890,"650+ Asian-Americans have experienced racist attacks due to the the claim that COVID-19 is the “Chinese Virus.” This is racist, not ok &amp; needs to stop. Share this to raise awareness about the stereotype and violence the Asian-American community is currently facing #IamNotAVirus",Counterhate
1891,'All they see is my Chinese face' - there's been #coronavirus racism/xenophobia agst Chinese &amp; Asians around the world. What does this wave of Sinophobia tell us about the way we fear China? My BBC News analysis: https://t.co/MmPwla9don #COVID19 #JeNeSuisPasUnVirus #IamNotAVirus,Neutral
1892,"""No Chinese allowed"": Coronavirus panic fuels racism abroad #IamNotAVirus https://t.co/cBuI5bO2cx",Neutral
1893,Watching 'Race and Coronavirus: A Bay Area Conversation.' ABC7 is confronting hate crimes against Asian Americans during the COVID-19 pandemic with an interactive town hall. I see @JMGarcel of @LatinoCommFdn #ally #WashTheHate https://t.co/nzsXbB4Pl2,Neutral
1894,"Scared, but because of people. I remember SARS (""why the unease when I sneeze #DontBeAnAsshole"") but these days, and the increased overt racism &amp; violence against Asians already...��  #JeNeSuisPasUnVirus #iamnotavirus https://t.co/3b5uiJun0N #Corvid19 #coronavirus",Counterhate
1895,"I think about my older #AsianAmerican parents often.  On top of everything with #COVID19, it's a pretty terrible feeling for now increased cases of xenophobic attacks to be the reason why I'm calling them every evening.  So yes, please watch out for one another. #IamNOTaVirus",Counterhate
1896,Held a sign in front of Philly City Hall and  Rittenhouse Square today in response to the recent violence targeting Asian individuals in the US and everywhere. Talked to some people and got some high-fives and fist-bumps. #iamnotavirus #fightvirusnotpeople #philadelphia #COVID19 https://t.co/94kwo0uChc,Counterhate
1897,@OldGeorgeWash @CCTVAsiaPacific Most are business men that went to buy goods from #Guangzhou #china #RacismIsAVirus,Neutral
1898,"Bringing this to the top again, because these attacks are still happening. Be vigilant, call on allies and stand up for the community. #RacismisaVirus #WashTheHate #HateIsAVirus #becool2asians  https://t.co/Vg9vW4INii",Counterhate
1899,"Since the outbreak of #COVID19 hate crimes targeting asian people have been reported world-over. We denounce all such incidents! All members of our society, regardless of race or country of origin, should feel welcome, safe and respected  #IamNotAVirus #FightRacism https://t.co/fnptmgQHRH",Counterhate
1900,No virus excuses bigotry like this.  Stand up for your Asian fellow citizens when you see &amp; hear this kind of bigotry. Don't ignore hatred. Stand together.   https://t.co/IBQCvUo2tz #COVIDー19 #coronavirus #bigotryisugly #racism #JeNeSuisPasUnVirus #IamNotAVirus #RacismStillAlive,Counterhate
1901,Asian Americans join #WashTheHate campaign to raise awareness of discrimination amid coronavirus fears #covid19 https://t.co/mCfhwJWlGx,Neutral
1902,"Asians facing discrimination, violence amid coronavirus outbreak https://t.co/yPuwRFw2xK via #washthehate",Neutral
1903,@citizentvkenya Why are we honestly tolerating this?  #BringKenyansInChinaHome  #FvckChina  #RacismIsAVirus  #racism,Hate
1904,@POTUS “It comes from CHINA!” Hilarious in a sad way! � #coronavirus #RacismIsAVirus https://t.co/S5gNRVnnAO,Hate
1905,Great discussion from re: #antiasianracism  #RacismIsAVirus  #COVID19 https://t.co/zdqYuPYtX8 https://t.co/y0HNRHz0Ic,Neutral
1906,"Obviously he assumes all of us Chinese Australians are not “REAL” Australians and that we have no right to just talk about the hate and racism in Oz, but must talk about the politics and issues of a country which we don’t live in. #COVIDー19 #coronavirus #RacismIsAVirus",Non-Asian Aggression
1907,Hate crimes against Asian Americans have undergone an alarming uptick since the coronavirus outbreak. Asian American celebs are calling for people to #WashTheHate https://t.co/CxV00a8rs2,Neutral
1908,"#COVID19 related #antiAsian stigma, esp against EastAsian-presenting individuals is growing COVID doesnt discriminate. We must stand together to address the public health crisis&amp;rise against discrimination signon +add your voice by 4/3@12PM:  https://t.co/hpT5JZ8Gww #iamnotavirus https://t.co/kkYBLBSqql",Counterhate
1909,@TrapTVShow Thanks for the info. We’re very aware of the awful story. This is why the time is now to spread the word and #becool2asians!,Neutral
1910,Self-Care Tips For Asian Americans Dealing With Racism Amid Coronavirus  #RacismIsAVirus   https://t.co/TJRT6ckh2t,Neutral
1911,"#Coronavirus got you giving Chinese people the side-eye? Learn history, don't repeat it. Watch our first video lesson on the roots of Anti-Asian racism, and follow us for weekly videos! #IAmNotAVirus #COVID19 #ChineseVirus #AsianAmerican #History https://t.co/sqHWi7lnnd",Neutral
1912,"@Kevin241982 On behalf of all Chinese people, I thank you. #IAmNotAVirus #JeNeSuisPasUnVirus",Neutral
1913,For my Asiat  #IAmNotAVirus #imnotavirus #coronavirus https://t.co/U3oceBBsxp #findyourthing #redbubble https://t.co/ge968dYqar,Neutral
1914,"Oh, here's the vile bit I was talking about. ""Are you from China?"" #RacismIsAVirus #COVID19",Neutral
1915,@NextShark This has got to stop....its going too far! PLEASE LEAVE THE #AsianAmericans ALONE! #WashTheHate #StopTheMadness,Counterhate
1916,I keep hearing/reading about Asians being verbally and even physically attacked. All I have to say is this:  #RacismIsAVirus,Counterhate
1917,Sad truths. Despicable what people are doing to our brothers and sisters in the Asian community. #WashTheHate https://t.co/nb7iS8534M,Counterhate
1918,"Valerie Chow was mobilizing her tv production co, Thirsty Tiger to launch #becool2asians + combat anti-Asian COVID-19 hate when she was attacked for being Asian. She’s now channeling fear + anger into producing positive messaging about the Coronavirus. Stay tuned for our videos! https://t.co/1gZUy0AfMv",Neutral
1919,@realDonaldTrump @RandPaul You shouldn't call it the Chinese virus! #HateCrime #HateSpeech #Trump #Hateisavirus,Counterhate
1920,#IamNotAVirus - heard of it @thetimes ? Why use this image for an article about #COVID19 "patients outside China"? https://t.co/f1JFuVQpfn,Neutral
1921,"""The heightened racism experienced by Asian communities is surprising to many people because beliefs in racial progress are widespread in American society."" @YaleSOM's @mwkraus and @EuniceHEun https://t.co/wUW45bCyp5 #COVID19 #RacismIsAVirus #StrongerTogether #AsianAmericans",Neutral
1922,#HateIsAVirus: People Are Using Masks to Fight Hate Against Asian Americans https://t.co/JPUW5uYby4,Neutral
1923,#HATEISAVIRUS is a movement to combat racism and xenophobia against Asians fueled by #COVID19. Over 900 incidents of anti-Asian racist assaults (physical and verbal) have been reported since the "Stop AAPI Hate" center opened. *Updated 3/30. Thanks @SaraJBenincasa. @hateisavirus_ https://t.co/u3HsYn52uS,Neutral
1924,"The People’s Collective for Justice &amp; Liberation presents a Townhall on Anti-Asian Racism: Race, Struggle &amp; Solidarity in the Time of A Global Pandemic Sat 3/28 from 3-5pm PST/6-8pm EST  Still time to RSVP Here: https://t.co/MQOEMJWtgg    #Coronavirus #COVIDー19 #RacismIsAVirus https://t.co/Fs5Dm6nJ1y",Neutral
1925,"Just been interviewed live tonight on CGTN World Insight by @tianwei on #coronavirus and Asian racism in Europe, as well stigmatization of the vulnerable within China.��  #IAmNotAVirus #ichbinkeinvirus #JeNeSuisPasUnVirus https://t.co/6wMnm555Oa",Neutral
1926,@realDonaldTrump @WhiteHouse this is why it is NOT OK to call this a #ChineseVirus #RacismIsAVirus #racist #Covid_19 https://t.co/aQMxrXMYji,Counterhate
1927,Stay Strong!  #中国加油 #武汉加油  #WuhanJiayou #IAmChina #IamNotAVirus https://t.co/Yz339bBCbz,Neutral
1928,"Rampant misinformation about the #coronavirus, has led to #racist attacks against #Asian Americans. Stay informed on @thelauracoates show! #IamNotAVirus https://t.co/ZA33bNunQC",Neutral
1929,@thetimes Why are you using this image for an article about #COVID19 "patients outside China"? #IamNotAVirus,Neutral
1930,"While out walking my dogs, a man yelled at me that ""my kind"" caused the pandemic and that I should ""get out and go back to China"" (I'm a US citizen). I reported it at the link below; please report anti-Asian #COVID19 incidents you witness.  https://t.co/ZQQrqwqYQz  #IAmNotAVirus",Counterhate
1931,"ATTN - CALL FOR STORIES: Do you have an experience of workplace strife, xenophobia, harassment, or caregiving related to the coronavirus? Slide into our DMs--esp health care workers, ride share/taxi/transit workers, sex workers, massage workers #Xenophobia #COVID19 #IAmNotAVirus https://t.co/s4D0RxNd1s",Counterhate
1932,What do you say to this? An apt response to the #HugAChinese campaign? #RacismIsAVirus #coronavirus https://t.co/MnOqgYHKgm,Neutral
1933,"Sadly racism against Asians now in light of #COVID19 is not limited to US. UK, Australia &amp; more. https://t.co/VxOHkFTeOK via @dianejcho @peoplemag #wecandobetter #WashTheHate",Neutral
1934,Join free bystander training to combat the rise in anti-asian attacks and #becool2asians https://t.co/vN3qAWo7eB,Counterhate
1935,When Asian-Americans Have to (All Over Again) Prove We Belong in America  https://t.co/LqIec66Fgc?  via @nytimes #racismisavirus #washthehate #hateisavirus,Neutral
1936,"#CoronaCrisis @realDonaldTrump #ChineseVirus #RacismIsAVirus #racism #HongKong #Taiwan stupide guys,with racism. https://t.co/WcNjvtfjR9",Neutral
1937,Have a read: https://t.co/SHlemNrqZq statement maps how #coronavirus #COVID19 epidemic has been racialised particularly in UK contexts &amp; sets out some proposals for how to unracialise.  #antiChineseracism #IamNotAVirus,Neutral
1938,How about Yellow Plague? #NotAChineseVirus #IamNotAVirus,Neutral
1939,"Yes, Asian Americans are being subjected to racism because of the #coronavirus. #RacismIsAVirus https://t.co/kYdoJF6ZfZ",Neutral
1940,"I stand in solidarity with Asian and Asian American communities; we must name, confront and take action against anti-Asian racism. #RacismIsAVirus",Counterhate
1941,I am more worried for the safety of my Asian people around the world than COVID-19. #iamnotavirus #wearenotavirus #COVIDー19 #asiansunite,Neutral
1942,"Discrimination is not okay no matter what the cause. With tensions high from #COVID19, many Asian Americans are taking to social media with campaigns like #WashTheHate, #RacismIsAVirus, and #IAmNotCOVID19 to empower communities and fight back.  https://t.co/VOXgcPpHny",Counterhate
1943,"The People’s Collective for Justice and Liberation presents a Townhall on Anti-Asian Racism: Race, Struggle and Solidarity in the Time of A Global Pandemic Sat 3/28 from 3-5pm PST/6-8pm EST RSVP Here: https://t.co/YIrPfOBxBB  #Coronavirus #COVIDー19 #RacismIsAVirus @kuttinkandi https://t.co/NqWsvQbaFZ",Neutral
1944,People running away from Asians has an unexpected side effect: I always get a seat in the subway. #IamNotAVirus,Neutral
1945,Outbreaks of xenophobia in west as coronavirus spreads | The Guardian #IamNotAVirus #IamNotEvenChinese  https://t.co/tEkf2qdk8y,Neutral
1946,Campaigns like #WashTheHate are helping digitally push back and mobilize Asian Americans. https://t.co/D1CQ4thCf1,Neutral
1947,"These stories are heartbreaking. As #coronavirus spreads, so has anti-Asian bigotry. In order to help stop this verbal, online, and physical abuse, @CAPAC urges all leaders to stop stoking xenophobia and work together to #StopAAPIHate. https://t.co/KMYlQomeJo",Counterhate
1948,"""I am Chinese. I have not been to China in almost 5 years. I have never been to the city of Wuhan where the #COVID19 originated. Yet I am being blamed for a virus.""  [via @TheMightySite]  #HateIsAVirus #ActToChange  https://t.co/IaEr7oaozf",Neutral
1949,This bullshit. #RacistInChief #coronavirus #notchinesevirus #RacismIsAVirus #racism #Xenophobia https://t.co/nUIggLBWC5,Counterhate
